,job,marital,education,default,housing,loan,contact,day,month,pdays,poutcome,balance_capped,campaign_capped,age_capped,previous_winsorized,housing_loan,Week,previous_contacted,season,duration,Hasil Prediksi
44827,7,1,2,0,0,0,1,11.0,6,-1.0,1,107.0,1.0,19.0,0.0,0,1,0,2,106.0,1
46934,6,1,2,0,1,0,1,24.0,4,-1.0,1,0.0,1.0,29.0,0.0,0,3,0,1,1045.0,1
11599,3,0,3,1,0,0,0,20.0,5,-1.0,1,1.0,1.0,43.0,0.0,0,2,0,2,188.0,0
15010,0,1,2,0,0,1,2,4.0,10,140.0,2,172.0,1.0,26.0,4.0,0,0,1,3,21.0,0
53270,7,1,1,0,0,0,0,9.0,5,-1.0,1,68.0,1.0,30.0,0.0,0,1,0,2,247.0,0
54124,6,2,1,0,0,0,1,18.0,1,93.0,3,2012.0,3.0,58.0,2.0,0,2,1,0,221.0,1
42040,0,1,1,0,0,0,1,20.0,10,-1.0,1,3455.0,1.0,28.0,0.0,0,2,0,3,264.0,1
20186,2,1,2,0,1,0,1,29.0,0,-1.0,1,484.0,1.0,33.0,0.0,0,3,0,0,537.0,0
19784,8,2,1,0,0,0,1,17.0,6,-1.0,1,70.0,6.0,33.0,0.0,0,2,0,2,378.0,0
51649,5,1,1,0,1,0,1,2.0,6,414.0,3,37.0,1.0,52.0,1.0,0,0,1,2,31.0,1
74200,3,2,0,0,1,0,,13.0,4,349.0,0,,1.0,31.0,1.0,0,1,1,1,43.0,0
39452,3,1,1,0,1,0,1,8.0,4,368.0,2,0.0,1.0,35.0,1.0,0,1,1,1,237.0,0
15015,8,2,0,0,1,0,1,21.0,10,-1.0,1,2618.0,2.0,52.0,0.0,0,2,0,3,73.0,0
74856,5,2,2,0,0,0,1,13.0,1,-1.0,1,418.0,,34.0,0.0,0,1,0,0,302.0,1
64805,5,2,1,0,1,0,1,15.0,4,-1.0,1,38.0,1.0,32.0,0.0,0,2,0,1,744.0,1
41999,0,2,0,0,1,0,1,26.0,0,-1.0,1,4043.0,1.0,59.0,0.0,0,3,0,0,623.0,1
75715,5,1,1,0,1,,,19.0,9,37.0,0,4043.0,1.0,66.0,0.0,0,2,1,3,153.0,1
51585,5,2,2,0,0,0,0,30.0,3,0.0,1,159.0,2.0,36.0,0.0,0,3,1,1,710.0,1
41483,2,1,1,0,0,0,1,15.0,3,96.0,2,2425.0,1.0,29.0,2.0,0,2,1,1,336.0,1
52444,0,2,1,0,1,0,1,2.0,6,-1.0,1,73.0,1.0,33.0,0.0,0,0,0,2,218.0,1
71635,0,1,1,0,1,0,,27.0,7,-1.0,1,4043.0,6.0,32.0,0.0,0,3,0,2,263.0,0
58358,0,1,2,0,0,0,1,27.0,10,446.0,2,1413.0,1.0,25.0,1.0,0,3,1,3,316.0,1
32150,8,2,1,0,1,0,1,12.0,5,318.0,0,3.0,4.0,37.0,4.0,0,1,1,2,105.0,0
866,0,2,1,0,0,0,1,26.0,4,97.0,2,3399.0,1.0,58.0,4.0,0,3,1,1,1078.0,1
11524,3,2,1,0,1,1,0,4.0,5,-1.0,1,578.0,1.0,30.0,0.0,1,0,0,2,48.0,0
40440,1,2,2,0,0,0,2,17.0,1,-1.0,1,4043.0,4.0,37.0,0.0,0,2,0,0,466.0,0
28954,8,1,1,0,1,1,1,18.0,4,-1.0,1,1393.0,6.0,23.0,0.0,1,2,0,1,42.0,0
31157,6,0,0,0,0,1,1,14.0,6,-1.0,1,-24.0,3.0,53.0,0.0,0,1,0,2,319.0,0
1740,3,2,0,0,1,0,0,8.0,4,-1.0,1,555.0,2.0,42.0,0.0,0,1,0,1,249.0,0
57096,7,1,1,0,1,0,1,26.0,0,-1.0,1,23.0,1.0,22.0,0.0,0,3,0,0,137.0,1
75412,5,2,1,0,1,0,1,,6,-1.0,1,4043.0,3.0,36.0,0.0,0,,0,2,537.0,1
31849,5,2,2,0,1,0,1,17.0,6,-1.0,1,1.0,3.0,34.0,0.0,0,2,0,2,54.0,0
6440,8,2,1,1,1,0,0,21.0,4,-1.0,1,-954.0,3.0,37.0,0.0,0,2,0,1,111.0,0
51568,5,2,1,0,0,0,1,13.0,5,-1.0,1,914.0,1.0,31.0,0.0,0,1,0,2,373.0,1
23440,5,2,1,0,1,0,1,20.0,3,-1.0,1,312.0,3.0,30.0,0.0,0,2,0,1,476.0,0
70384,1,2,1,0,,0,1,6.0,,-1.0,1,2814.0,2.0,59.0,0.0,0,0,0,0,297.0,1
60942,1,1,2,0,0,0,1,18.0,6,-1.0,1,3709.0,3.0,26.0,0.0,0,2,0,2,242.0,1
73333,2,2,1,0,1,0,1,,,44.0,1,3429.0,1.0,28.0,1.0,0,,1,0,120.0,1
32712,3,2,1,0,1,0,1,22.0,6,-1.0,1,751.0,5.0,28.0,0.0,0,3,0,2,598.0,1
36406,3,2,1,0,0,0,1,28.0,0,-1.0,1,1035.0,1.0,43.0,0.0,0,3,0,0,122.0,0
17739,0,1,1,0,0,0,1,12.0,0,279.0,3,2544.0,1.0,31.0,2.0,0,1,1,0,229.0,1
47918,8,2,1,0,1,0,1,17.0,7,189.0,2,917.0,3.0,40.0,3.0,0,2,1,2,793.0,1
5983,2,2,1,0,1,0,1,8.0,4,359.0,0,245.0,1.0,46.0,3.0,0,1,1,1,78.0,0
35799,8,2,1,0,1,0,1,14.0,4,-1.0,1,4043.0,2.0,37.0,0.0,0,1,0,1,616.0,1
58857,2,2,1,0,1,0,1,10.0,8,115.0,0,1319.0,1.0,37.0,2.0,0,1,1,3,350.0,1
26891,1,2,2,0,1,0,1,15.0,4,-1.0,1,3301.0,2.0,33.0,0.0,0,2,0,1,536.0,1
43549,7,2,1,0,0,0,1,11.0,10,101.0,1,4043.0,4.0,29.0,3.0,0,1,1,3,943.0,1
41914,0,2,1,0,0,0,1,14.0,7,-1.0,1,1935.0,1.0,48.0,0.0,0,1,0,2,499.0,1
24325,8,2,1,0,1,1,1,17.0,6,-1.0,1,1844.0,6.0,32.0,0.0,1,2,0,2,168.0,0
32829,3,2,1,0,1,0,1,18.0,10,113.0,0,246.0,2.0,30.0,4.0,0,2,1,3,166.0,0
61039,6,2,1,0,0,0,2,20.0,7,-1.0,1,1849.0,1.0,66.0,0.0,0,2,0,2,310.0,1
68398,1,2,1,0,1,0,1,11.0,0,-1.0,1,8.0,1.0,28.0,0.0,0,1,0,0,198.0,1
69450,1,2,,0,0,0,1,22.0,8,184.0,,,,54.0,4.0,0,3,1,3,189.0,1
71858,0,2,1,0,1,0,0,21.0,4,-1.0,1,0.0,1.0,38.0,0.0,0,2,0,1,73.0,0
12662,3,2,0,0,0,0,1,21.0,7,-1.0,1,468.0,6.0,47.0,0.0,0,2,0,2,381.0,0
6017,8,1,1,0,1,0,1,28.0,11,-1.0,1,23.0,1.0,36.0,0.0,0,3,0,0,256.0,0
4136,5,1,1,0,0,0,1,12.0,3,-1.0,1,1992.0,2.0,29.0,0.0,0,1,0,1,119.0,1
11843,8,0,1,0,1,1,1,1.0,3,-1.0,1,-121.0,1.0,35.0,0.0,1,0,0,1,73.0,0
47107,3,2,1,0,0,0,1,2.0,5,-1.0,1,1739.0,2.0,39.0,0.0,0,0,0,2,166.0,1
7234,3,2,1,0,1,0,0,23.0,4,-1.0,1,736.0,3.0,32.0,0.0,0,3,0,1,700.0,1
49755,0,2,1,0,0,0,1,3.0,7,-1.0,1,0.0,1.0,43.0,0.0,0,0,0,2,1484.0,1
22258,5,0,1,0,0,0,1,24.0,6,-1.0,1,1086.0,1.0,39.0,0.0,0,3,0,2,92.0,0
69277,7,2,0,0,0,1,1,28.0,6,-1.0,,994.0,3.0,53.0,0.0,0,3,0,2,1339.0,0
2583,10,2,0,0,1,0,0,9.0,4,-1.0,1,-178.0,2.0,43.0,0.0,0,1,0,1,191.0,0
73783,3,2,1,0,,0,,,4,-1.0,1,667.0,1.0,45.0,0.0,0,,0,1,1256.0,1
46633,5,1,2,0,1,0,1,13.0,10,-1.0,1,1712.0,1.0,54.0,0.0,0,1,0,3,482.0,1
32163,8,0,1,0,0,0,1,7.0,6,-1.0,1,1694.0,2.0,25.0,0.0,0,0,0,2,159.0,0
61756,1,2,1,0,1,0,1,23.0,7,-1.0,1,1130.0,2.0,41.0,0.0,0,3,0,2,531.0,1
58911,0,2,1,0,1,0,1,13.0,3,47.0,0,1695.0,1.0,40.0,2.0,0,1,1,1,604.0,1
3693,3,2,1,0,0,0,1,26.0,7,-1.0,1,2.0,6.0,45.0,0.0,0,3,0,2,105.0,0
10785,1,2,1,0,0,0,0,20.0,5,-1.0,1,544.0,2.0,59.0,0.0,0,2,0,2,67.0,0
46997,3,2,1,0,1,0,1,11.0,4,-1.0,1,2025.0,1.0,44.0,0.0,0,1,0,1,741.0,1
36947,0,0,3,0,1,0,1,29.0,0,206.0,2,1279.0,1.0,33.0,4.0,0,3,1,0,128.0,0
66030,11,2,1,0,0,0,1,15.0,10,-1.0,1,1817.0,2.0,48.0,0.0,0,2,0,3,823.0,1
20427,7,0,0,0,1,0,1,21.0,6,-1.0,1,120.0,1.0,50.0,0.0,0,2,0,2,99.0,0
65966,3,2,2,0,1,0,1,12.0,4,-1.0,1,579.0,4.0,42.0,0.0,0,1,0,1,530.0,1
55315,11,2,2,0,1,0,1,4.0,8,200.0,2,4043.0,1.0,39.0,3.0,0,0,1,3,378.0,1
71612,5,0,0,0,1,0,1,22.0,3,181.0,3,429.0,1.0,45.0,1.0,0,3,1,1,147.0,1
62773,8,1,1,0,0,0,1,24.0,2,104.0,2,498.0,1.0,37.0,4.0,0,3,1,1,246.0,1
11035,8,1,2,0,0,0,1,30.0,3,87.0,0,620.0,1.0,31.0,1.0,0,3,1,1,214.0,0
73236,2,1,1,,0,0,1,12.0,10,93.0,3,2485.0,2.0,34.0,3.0,0,1,1,3,347.0,1
60263,5,2,2,0,0,0,1,6.0,0,95.0,3,2567.0,1.0,54.0,4.0,0,0,1,0,235.0,1
71947,11,,1,0,,0,,,,118.0,0,1896.0,2.0,43.0,4.0,0,,1,0,152.0,1
5850,8,2,1,0,1,0,0,20.0,4,-1.0,1,364.0,1.0,32.0,0.0,0,2,0,1,466.0,0
75187,3,2,2,0,1,0,1,8.0,,-1.0,1,664.0,,39.0,0.0,0,1,0,0,,1
5013,9,1,1,0,1,0,1,15.0,4,-1.0,1,4038.0,1.0,22.0,0.0,0,2,0,1,1380.0,1
67667,0,1,1,0,1,0,1,4.0,3,-1.0,1,-88.0,1.0,46.0,0.0,0,0,0,1,1391.0,1
27366,3,2,1,0,1,0,1,20.0,3,-1.0,1,3007.0,5.0,29.0,0.0,0,2,0,1,19.0,0
58947,1,2,1,0,1,0,1,11.0,7,-1.0,1,-248.0,3.0,42.0,0.0,0,1,0,2,992.0,1
19368,9,1,3,0,0,0,1,3.0,2,198.0,0,4043.0,2.0,29.0,1.0,0,0,1,1,145.0,0
68492,0,1,1,0,1,0,1,7.0,6,-1.0,1,-821.0,2.0,45.0,0.0,0,0,0,2,432.0,1
57395,3,2,1,0,1,0,1,13.0,5,-1.0,1,752.0,2.0,34.0,0.0,0,1,0,2,616.0,1
10103,1,2,2,0,0,0,1,2.0,5,-1.0,1,942.0,2.0,30.0,0.0,0,0,0,2,146.0,0
67168,1,2,1,0,0,0,0,8.0,9,103.0,3,630.0,1.0,30.0,1.0,0,1,1,3,302.0,1
13679,3,2,0,0,1,0,0,16.0,5,-1.0,1,1.0,2.0,37.0,0.0,0,2,0,2,103.0,0
38807,7,2,1,0,0,0,1,8.0,7,-1.0,1,1765.0,3.0,47.0,0.0,0,1,0,2,59.0,0
25547,2,2,1,0,1,0,2,12.0,4,347.0,0,404.0,6.0,46.0,2.0,0,1,1,1,1388.0,0
52717,1,2,1,0,0,0,1,11.0,5,-1.0,1,4043.0,1.0,40.0,0.0,0,1,0,2,604.0,1
23754,1,2,2,0,0,0,0,16.0,5,-1.0,1,203.0,4.0,45.0,0.0,0,2,0,2,202.0,0
47089,5,2,2,0,1,0,1,12.0,0,-1.0,1,3340.0,1.0,30.0,0.0,0,1,0,0,251.0,1
931,8,0,1,0,1,0,1,5.0,4,362.0,2,726.0,2.0,37.0,2.0,0,0,1,1,136.0,0
29457,3,1,1,0,1,0,0,20.0,5,-1.0,1,-46.0,6.0,26.0,0.0,0,2,0,2,382.0,0
32627,2,2,2,0,1,0,1,18.0,10,-1.0,1,4043.0,1.0,32.0,0.0,0,2,0,3,43.0,0
71788,9,1,1,0,0,0,,,1,-1.0,1,948.0,2.0,21.0,0.0,0,,0,0,77.0,0
51060,5,2,1,0,0,0,1,25.0,0,-1.0,1,998.0,1.0,61.0,0.0,0,3,0,0,126.0,1
37333,11,2,0,0,0,1,0,20.0,5,-1.0,1,1750.0,5.0,52.0,0.0,0,2,0,2,39.0,0
28341,1,2,1,1,1,0,1,26.0,7,-1.0,1,471.0,4.0,30.0,0.0,0,3,0,2,73.0,0
36544,3,2,0,0,1,0,1,5.0,1,272.0,0,95.0,2.0,37.0,2.0,0,0,1,0,415.0,0
16103,3,2,1,0,0,0,1,5.0,1,-1.0,1,3310.0,2.0,29.0,0.0,0,0,0,0,276.0,0
15978,3,1,2,0,1,0,0,24.0,5,-1.0,1,350.0,5.0,33.0,0.0,0,3,0,2,137.0,0
57123,11,2,2,0,0,0,1,10.0,10,-1.0,1,160.0,1.0,28.0,0.0,0,1,0,3,159.0,1
46923,1,1,1,0,1,0,1,9.0,4,358.0,0,169.0,1.0,32.0,3.0,0,1,1,1,580.0,1
47675,1,2,1,0,0,0,1,9.0,3,-1.0,1,3615.0,6.0,53.0,0.0,0,1,0,1,343.0,1
29000,7,2,2,0,0,0,2,21.0,7,-1.0,1,990.0,5.0,51.0,0.0,0,2,0,2,189.0,0
58929,5,2,1,0,0,0,1,24.0,1,-1.0,1,789.0,1.0,44.0,0.0,0,3,0,0,991.0,1
8063,3,2,1,0,1,1,0,27.0,4,-1.0,1,557.0,1.0,31.0,0.0,1,3,0,1,185.0,0
44874,3,2,1,0,0,0,1,14.0,6,-1.0,1,4043.0,2.0,40.0,0.0,0,1,0,2,676.0,1
37346,9,1,2,1,0,1,1,17.0,6,-1.0,1,47.0,2.0,26.0,0.0,0,2,0,2,257.0,0
36707,8,1,1,0,1,0,1,7.0,4,363.0,2,1163.0,3.0,39.0,2.0,0,0,1,1,432.0,0
42841,1,2,2,0,1,0,1,17.0,3,344.0,0,2124.0,2.0,53.0,2.0,0,2,1,1,121.0,0
20744,10,2,0,0,0,0,1,6.0,1,-1.0,1,0.0,1.0,36.0,0.0,0,0,0,0,409.0,0
64191,5,2,2,0,0,0,1,8.0,10,283.0,0,113.0,2.0,29.0,1.0,0,1,1,3,229.0,1
14519,1,1,2,0,0,1,1,22.0,6,-1.0,1,27.0,1.0,34.0,0.0,0,3,0,2,255.0,0
10126,10,2,2,0,0,0,1,8.0,7,-1.0,1,0.0,6.0,34.0,0.0,0,1,0,2,201.0,0
10726,3,2,1,0,1,1,0,6.0,5,-1.0,1,379.0,4.0,27.0,0.0,1,0,0,2,252.0,0
38554,3,0,0,0,1,0,0,19.0,4,-1.0,1,457.0,1.0,59.0,0.0,0,2,0,1,63.0,0
61355,0,2,1,0,1,0,1,7.0,4,-1.0,1,1036.0,3.0,33.0,0.0,0,0,0,1,219.0,0
6099,0,0,1,0,1,0,0,20.0,4,-1.0,1,982.0,3.0,44.0,0.0,0,2,0,1,650.0,0
42482,1,1,2,0,1,0,1,25.0,0,-1.0,1,348.0,1.0,47.0,0.0,0,3,0,0,139.0,1
63176,6,2,2,0,0,0,1,7.0,5,-1.0,1,1617.0,2.0,70.0,0.0,0,0,0,2,536.0,1
56311,1,2,2,0,0,0,1,4.0,7,92.0,0,238.0,1.0,39.0,2.0,0,0,1,2,135.0,1
52756,3,2,1,0,0,0,2,5.0,7,-1.0,1,4043.0,1.0,70.5,0.0,0,0,0,2,416.0,0
35791,1,0,2,0,0,1,0,12.0,5,-1.0,1,503.0,6.0,48.0,0.0,0,1,0,2,1243.0,0
74889,5,2,1,0,0,0,1,5.0,9,-1.0,1,,1.0,67.0,0.0,0,0,0,3,357.0,1
48578,5,1,1,0,0,0,0,21.0,6,-1.0,1,637.0,1.0,42.0,0.0,0,2,0,2,48.0,1
56551,1,2,1,0,1,0,1,20.0,3,201.0,3,1713.0,2.0,39.0,1.0,0,2,1,1,378.0,1
57704,5,2,1,0,1,0,1,11.0,6,-1.0,1,3727.0,3.0,48.0,0.0,0,1,0,2,1037.0,1
14664,1,2,2,0,0,0,0,18.0,5,-1.0,1,1147.0,1.0,52.0,0.0,0,2,0,2,43.0,0
49996,0,0,1,0,1,0,1,15.0,4,-1.0,1,144.0,1.0,52.0,0.0,0,2,0,1,362.0,0
73596,6,2,3,0,,0,1,22.0,7,-1.0,1,963.0,6.0,60.0,0.0,0,3,0,2,148.0,0
23509,5,1,1,0,1,0,0,7.0,4,-1.0,1,-227.0,3.0,40.0,0.0,0,0,0,1,161.0,0
14830,3,2,0,0,0,0,0,15.0,4,-1.0,1,575.0,3.0,48.0,0.0,0,2,0,1,101.0,0
47032,6,1,1,0,0,0,1,8.0,4,96.0,2,714.0,1.0,62.0,3.0,0,1,1,1,612.0,1
37044,5,1,1,0,1,0,1,5.0,4,365.0,0,98.0,1.0,32.0,2.0,0,0,1,1,360.0,0
70607,3,2,1,0,1,,,27.0,4,-1.0,1,-241.0,1.0,33.0,0.0,0,3,0,1,169.0,0
50667,3,2,2,0,1,0,1,7.0,4,-1.0,1,-158.0,2.0,48.0,0.0,0,0,0,1,496.0,1
3722,3,2,0,0,1,0,1,5.0,1,-1.0,1,1520.0,1.0,42.0,0.0,0,0,0,0,115.0,0
53507,1,1,1,0,1,0,1,4.0,6,-1.0,1,238.0,2.0,30.0,0.0,0,0,0,2,1105.0,1
58841,0,1,2,0,0,0,1,24.0,1,-1.0,1,3571.0,1.0,54.0,0.0,0,3,0,0,319.0,1
56456,1,1,2,0,0,0,1,22.0,3,-1.0,1,194.0,2.0,26.0,0.0,0,3,0,1,407.0,1
13548,6,2,1,0,1,0,1,20.0,3,349.0,0,303.0,1.0,54.0,2.0,0,2,1,1,240.0,0
18837,0,2,1,0,1,0,1,14.0,6,-1.0,1,-287.0,3.0,30.0,0.0,0,1,0,2,244.0,0
26800,11,2,1,0,0,0,1,12.0,7,-1.0,1,0.0,3.0,30.0,0.0,0,1,0,2,297.0,0
66006,5,2,2,0,1,0,1,23.0,3,184.0,3,4043.0,2.0,35.0,1.0,0,3,1,1,477.0,1
19215,0,2,2,0,0,0,1,27.0,2,-1.0,1,122.0,1.0,35.0,0.0,0,3,0,1,277.0,1
38973,1,0,2,0,0,0,1,16.0,3,-1.0,1,26.0,2.0,35.0,0.0,0,2,0,1,78.0,0
44556,6,2,1,0,1,0,1,6.0,10,-1.0,1,1172.0,1.0,35.0,0.0,0,0,0,3,1064.0,1
31609,0,2,2,0,1,1,1,18.0,10,-1.0,1,2453.0,1.0,38.0,0.0,1,2,0,3,108.0,0
30983,3,2,1,0,1,1,0,14.0,4,-1.0,1,141.0,6.0,45.0,0.0,1,1,0,1,21.0,0
68825,9,2,2,0,0,0,1,8.0,0,146.0,3,1530.0,2.0,40.0,1.0,0,1,1,0,358.0,1
51775,1,2,1,0,1,0,1,22.0,5,-1.0,1,38.0,4.0,39.0,0.0,0,3,0,2,663.0,1
42350,3,2,1,0,1,0,2,17.0,3,317.0,0,568.0,1.0,52.0,1.0,0,2,1,1,246.0,0
12559,8,2,1,0,1,0,1,8.0,4,-1.0,1,244.0,1.0,55.0,0.0,0,1,0,1,171.0,0
7687,0,0,1,0,1,0,0,27.0,4,-1.0,1,23.0,4.0,45.0,0.0,0,3,0,1,62.0,0
56058,2,1,1,0,1,0,1,21.0,9,183.0,3,317.0,1.0,54.0,1.0,0,2,1,3,465.0,1
16056,11,2,1,0,0,1,0,26.0,5,-1.0,1,35.0,3.0,57.0,0.0,0,3,0,2,215.0,0
60813,0,2,1,0,0,0,1,4.0,4,-1.0,1,876.0,2.0,51.0,0.0,0,0,0,1,602.0,1
74323,2,2,0,0,0,0,1,23.0,4,-1.0,1,,2.0,32.0,0.0,0,3,0,1,682.0,1
17679,1,2,2,0,1,0,1,15.0,6,-1.0,1,300.0,2.0,35.0,0.0,0,2,0,2,555.0,1
37397,10,2,1,0,0,0,1,30.0,0,-1.0,1,3982.0,1.0,55.0,0.0,0,3,0,0,89.0,0
67280,0,2,2,0,0,0,1,7.0,7,-1.0,1,2785.0,2.0,54.0,0.0,0,0,0,2,279.0,0
28942,1,2,2,0,1,0,1,7.0,4,-1.0,1,1544.0,1.0,32.0,0.0,0,0,0,1,265.0,0
60011,1,2,2,0,0,0,1,17.0,5,-1.0,1,164.0,2.0,50.0,0.0,0,2,0,2,367.0,1
11629,5,1,1,0,1,1,1,14.0,4,-1.0,1,-976.0,1.0,46.0,0.0,1,1,0,1,111.0,0
58090,0,1,1,0,1,0,1,24.0,5,-1.0,1,581.0,1.0,33.0,0.0,0,3,0,2,119.0,1
50187,1,1,2,0,1,0,1,15.0,4,371.0,0,4043.0,3.0,32.0,2.0,0,2,1,1,64.0,0
55455,5,2,1,0,1,0,1,19.0,10,-1.0,1,4043.0,1.0,36.0,0.0,0,2,0,3,992.0,1
47512,3,2,1,0,1,0,1,16.0,6,-1.0,1,2878.0,1.0,30.0,0.0,0,2,0,2,977.0,1
22996,3,2,1,0,1,0,0,14.0,4,-1.0,1,3743.0,1.0,42.0,0.0,0,1,0,1,136.0,0
19346,5,2,1,0,1,0,1,17.0,3,323.0,0,426.0,2.0,54.0,1.0,0,2,1,1,74.0,0
72148,0,1,1,,0,0,1,26.0,9,142.0,0,856.0,1.0,30.0,1.0,0,3,1,3,280.0,1
3624,8,1,1,0,0,0,2,16.0,6,-1.0,1,459.0,6.0,37.0,0.0,0,2,0,2,61.0,0
23618,7,1,1,0,0,0,1,20.0,10,-1.0,1,299.0,1.0,44.0,0.0,0,2,0,3,186.0,0
36445,0,1,2,0,0,0,1,28.0,0,-1.0,1,102.0,2.0,28.0,0.0,0,3,0,0,321.0,0
25077,1,2,2,0,0,0,1,6.0,7,-1.0,1,765.0,2.0,46.0,0.0,0,0,0,2,71.0,0
24860,3,1,1,0,1,0,1,5.0,4,-1.0,1,127.0,1.0,32.0,0.0,0,0,0,1,195.0,0
5648,1,1,1,1,0,0,2,24.0,6,-1.0,1,-985.0,4.0,30.0,0.0,0,3,0,2,28.0,0
24473,11,1,2,0,0,1,1,8.0,6,-1.0,1,226.0,1.0,28.0,0.0,0,1,0,2,191.0,0
73498,4,2,0,0,0,0,1,,,-1.0,1,15.0,2.0,58.0,0.0,0,,0,0,57.0,0
7690,6,2,1,0,1,0,0,13.0,4,-1.0,1,493.0,6.0,55.0,0.0,0,1,0,1,647.0,0
31664,8,2,1,0,1,0,1,20.0,3,-1.0,1,472.0,4.0,27.0,0.0,0,2,0,1,144.0,0
26265,5,2,1,0,1,0,1,23.0,6,-1.0,1,804.0,6.0,34.0,0.0,0,3,0,2,256.0,0
11475,6,2,3,0,0,0,1,21.0,6,-1.0,1,4043.0,4.0,58.0,0.0,0,2,0,2,891.0,0
59365,8,2,1,0,0,0,1,3.0,2,-1.0,1,2895.0,2.0,62.0,0.0,0,0,0,1,177.0,1
1018,0,1,2,0,0,0,1,14.0,0,-1.0,1,0.0,6.0,35.0,0.0,0,1,0,0,187.0,1
2728,3,1,1,0,1,0,0,28.0,4,-1.0,1,1966.0,1.0,25.0,0.0,0,3,0,1,209.0,0
50454,3,1,1,0,1,0,1,18.0,4,364.0,2,384.0,1.0,26.0,2.0,0,2,1,1,16.0,0
13278,8,2,1,0,1,0,1,2.0,1,252.0,0,-75.0,1.0,45.0,1.0,0,0,1,0,134.0,0
19096,11,2,2,0,0,0,1,11.0,7,-1.0,1,2421.0,4.0,46.0,0.0,0,1,0,2,170.0,0
32379,8,2,1,0,0,0,2,30.0,6,-1.0,1,742.0,5.0,44.0,0.0,0,3,0,2,77.0,0
24976,1,1,1,0,1,0,1,18.0,10,-1.0,1,416.0,2.0,32.0,0.0,0,2,0,3,268.0,0
27663,1,2,2,0,1,1,0,13.0,4,-1.0,1,1557.0,1.0,34.0,0.0,1,1,0,1,213.0,0
50244,1,1,2,0,1,0,1,15.0,4,375.0,0,297.0,4.0,51.0,1.0,0,2,1,1,415.0,1
5838,3,2,1,0,0,0,1,13.0,4,-1.0,1,208.0,1.0,37.0,0.0,0,1,0,1,466.0,1
72397,11,1,2,0,1,0,,18.0,4,-1.0,1,4043.0,1.0,26.0,0.0,0,2,0,1,245.0,0
55225,6,1,2,0,0,0,1,9.0,8,181.0,3,802.0,1.0,70.5,4.0,0,1,1,3,243.0,1
38278,5,2,2,0,1,0,0,29.0,4,-1.0,1,960.0,3.0,48.0,0.0,0,3,0,1,286.0,0
68879,1,2,1,0,0,0,1,28.0,10,-1.0,1,1462.0,1.0,36.0,0.0,0,3,0,3,284.0,1
2374,3,2,1,0,0,0,1,11.0,7,-1.0,1,235.0,2.0,50.0,0.0,0,1,0,2,71.0,0
58003,5,1,0,0,1,0,1,13.0,7,-1.0,1,347.0,3.0,53.0,0.0,0,1,0,2,631.0,1
35505,3,1,1,0,0,0,0,14.0,4,-1.0,1,14.0,2.0,27.0,0.0,0,1,0,1,72.0,0
18220,1,2,2,0,1,0,0,23.0,4,-1.0,1,1667.0,3.0,32.0,0.0,0,3,0,1,345.0,0
44274,8,1,1,0,0,0,1,30.0,3,-1.0,1,181.0,1.0,31.0,0.0,0,3,0,1,325.0,1
41319,0,2,1,0,1,1,1,8.0,3,-1.0,1,139.0,1.0,28.0,0.0,1,1,0,1,72.0,0
58206,5,1,0,0,0,0,1,4.0,3,-1.0,1,195.0,2.0,28.0,0.0,0,0,0,1,975.0,1
37487,1,2,2,0,1,0,1,14.0,4,358.0,2,1738.0,1.0,39.0,1.0,0,1,1,1,633.0,1
18024,2,2,3,0,0,0,0,20.0,5,-1.0,1,1021.0,6.0,54.0,0.0,0,2,0,2,13.0,0
37080,0,1,2,0,0,0,1,7.0,7,-1.0,1,0.0,2.0,32.0,0.0,0,0,0,2,268.0,0
25261,7,2,0,0,0,0,1,28.0,6,-1.0,1,362.0,2.0,53.0,0.0,0,3,0,2,1169.0,1
56559,1,1,1,0,1,0,1,6.0,0,322.0,2,1098.0,1.0,28.0,2.0,0,0,1,0,377.0,1
16125,8,2,0,0,0,0,0,27.0,5,-1.0,1,65.0,1.0,58.0,0.0,0,3,0,2,162.0,0
65588,3,1,2,0,0,0,1,11.0,10,89.0,2,511.0,1.0,32.0,2.0,0,1,1,3,353.0,1
3131,1,1,1,0,0,0,0,6.0,5,-1.0,1,992.0,1.0,36.0,0.0,0,0,0,2,351.0,0
18376,1,2,2,0,0,0,2,2.0,1,-1.0,1,587.0,1.0,46.0,0.0,0,0,0,0,186.0,0
29984,3,2,1,0,0,0,1,29.0,7,-1.0,1,1903.0,6.0,48.0,0.0,0,3,0,2,21.0,0
6991,2,0,1,0,1,0,0,2.0,5,-1.0,1,-143.0,6.0,44.0,0.0,0,0,0,2,66.0,0
31570,11,2,1,0,1,0,1,11.0,6,-1.0,1,514.0,1.0,32.0,0.0,0,1,0,2,812.0,1
56451,7,1,1,0,0,0,1,10.0,5,32.0,0,2489.0,1.0,22.0,4.0,0,1,1,2,446.0,1
71408,11,2,1,0,0,0,,,5,-1.0,1,1.0,1.0,58.0,0.0,0,,0,2,315.0,0
21368,1,2,2,0,0,1,1,18.0,7,-1.0,1,569.0,4.0,50.0,0.0,0,2,0,2,452.0,0
44546,3,2,2,0,0,0,1,9.0,7,-1.0,1,1199.0,1.0,36.0,0.0,0,1,0,2,504.0,1
53262,10,1,2,0,1,0,1,5.0,5,-1.0,1,1229.0,1.0,54.0,0.0,0,0,0,2,1557.0,1
